Promotion,Seasonal,Sales_Volume,price,terms,section,season,material,origin
Yes,Yes,1526,72.99,jackets,WOMAN,Winter,Wool,Bangladesh
No,No,1066,28.99,jeans,WOMAN,Winter,Acrylic,Brazil
No,No,1072,22.95,jackets,WOMAN,Winter,Wool Blend,Turkey
No,Yes,1120,21.99,jackets,WOMAN,Winter,Wool Blend,Morocco
No,Yes,920,29.99,jackets,WOMAN,Autumn,Wool Blend,China
No,Yes,1187,22.99,jackets,WOMAN,Summer,Linen Blend,India
Yes,No,1492,32.99,jackets,WOMAN,Autumn,Wool Blend,Cambodia
No,Yes,619,99.95,jackets,WOMAN,Autumn,Cotton,Spain
Yes,Yes,1580,23.99,jackets,WOMAN,Spring,Cotton,Spain
No,No,947,19.0,t-shirts,WOMAN,Autumn,Viscose,Portugal
No,Yes,775,19.99,jeans,MAN,Autumn,Wool,Bangladesh
No,No,822,25.99,jackets,MAN,Spring,Cotton,India
No,Yes,965,42.99,t-shirts,MAN,Summer,Linen,China
Yes,Yes,1310,32.95,jeans,MAN,Autumn,Polyester,China
No,No,832,39.99,sweaters,WOMAN,Autumn,Acrylic,Morocco
Yes,No,1582,13.99,jackets,MAN,Winter,Polyester,Cambodia
No,Yes,712,45.99,jackets,MAN,Autumn,Wool Blend,Morocco
Yes,Yes,1358,66.95,jackets,WOMAN,Summer,Linen,India
No,No,892,22.95,jackets,MAN,Summer,Cotton,India
No,No,860,29.99,jackets,WOMAN,Autumn,Cotton,China
Yes,Yes,1890,27.99,jackets,WOMAN,Summer,Denim,China
Yes,No,1452,49.95,sweaters,WOMAN,Autumn,Wool,China
No,No,740,49.99,jackets,WOMAN,Autumn,Wool,Bangladesh
No,No,757,49.99,sweaters,WOMAN,Autumn,Wool,China
Yes,Yes,1418,33.99,jackets,WOMAN,Spring,Linen,China
Yes,No,1487,54.99,sweaters,WOMAN,Winter,Wool Blend,Portugal
No,No,838,39.99,shoes,WOMAN,Spring,Polyester,Turkey
No,No,864,29.99,jackets,MAN,Spring,Cotton,China
No,Yes,630,119.95,jeans,MAN,Autumn,Wool Blend,Cambodia
No,No,982,77.0,t-shirts,WOMAN,Winter,Wool Blend,Morocco
Yes,Yes,1678,27.99,sweaters,WOMAN,Winter,Acrylic,Bangladesh
No,Yes,778,25.99,sweaters,MAN,Autumn,Polyester,Turkey
No,No,864,22.99,t-shirts,WOMAN,Autumn,Wool Blend,Bangladesh
Yes,Yes,1187,23.99,t-shirts,MAN,Autumn,Viscose,Turkey
No,No,814,49.99,shoes,WOMAN,Spring,Polyester,Spain
No,No,948,22.0,t-shirts,WOMAN,Winter,Wool,Turkey
No,No,959,35.0,jackets,WOMAN,Spring,Linen,Portugal
No,Yes,963,27.95,jackets,WOMAN,Winter,Wool,China
No,No,746,133.99,t-shirts,WOMAN,Winter,Acrylic,Morocco
No,No,872,45.99,jackets,WOMAN,Autumn,Polyester,Bangladesh
No,No,942,29.99,jackets,WOMAN,Autumn,Polyester,Turkey
No,No,885,19.95,sweaters,WOMAN,Autumn,Cotton,Cambodia
No,No,714,69.95,sweaters,MAN,Autumn,Silk,Bangladesh
Yes,No,1038,111.99,jackets,MAN,Summer,Linen Blend,China
No,No,792,49.99,t-shirts,WOMAN,Autumn,Viscose,Morocco
No,No,622,99.99,sweaters,MAN,Autumn,Viscose,Turkey
Yes,No,1457,17.95,jackets,WOMAN,Autumn,Viscose,Brazil
No,Yes,969,21.99,jackets,MAN,Winter,Wool,Turkey
Yes,Yes,1274,41.95,jackets,WOMAN,Autumn,Acrylic,Cambodia
No,Yes,895,39.0,t-shirts,WOMAN,Summer,Cotton,Argentina
Yes,Yes,1198,76.99,sweaters,MAN,Summer,Cotton,India
No,No,968,54.99,jackets,WOMAN,Winter,Polyester,Pakistan
No,Yes,807,19.95,jeans,MAN,Spring,Linen Blend,China
No,No,1016,42.95,jackets,WOMAN,Winter,Wool,Turkey
No,No,992,17.99,jackets,WOMAN,Summer,Wool Blend,China
No,Yes,719,69.95,sweaters,WOMAN,Spring,Linen,India
No,Yes,1100,21.99,jackets,WOMAN,Winter,Wool,Vietnam
No,Yes,819,19.99,jackets,MAN,Spring,Denim,Spain
Yes,Yes,1311,15.95,jackets,WOMAN,Autumn,Polyester,India
No,No,886,15.99,jackets,MAN,Spring,Cotton,Portugal
No,Yes,788,69.99,jackets,WOMAN,Autumn,Cotton,China
Yes,No,1802,14.95,jackets,WOMAN,Summer,Cotton,Brazil
Yes,Yes,1178,81.99,sweaters,WOMAN,Autumn,Polyester,China
Yes,No,1374,30.99,t-shirts,MAN,Winter,Wool Blend,Bangladesh
Yes,Yes,1721,19.99,jackets,WOMAN,Winter,Wool Blend,Turkey
No,Yes,825,65.95,jackets,MAN,Winter,Wool,Bangladesh
No,No,865,35.0,shoes,WOMAN,Autumn,Wool,Morocco
No,No,967,65.95,sweaters,WOMAN,Summer,Linen,Portugal
No,No,842,59.95,jackets,WOMAN,Autumn,Polyester,China
No,No,802,59.99,t-shirts,WOMAN,Autumn,Cotton,Morocco
No,No,837,87.99,shoes,MAN,Winter,Wool Blend,Bangladesh
No,No,865,19.99,sweaters,MAN,Autumn,Wool,Brazil
No,No,983,53.99,t-shirts,MAN,Winter,Wool,Turkey
No,Yes,772,22.95,jackets,WOMAN,Spring,Linen Blend,Cambodia
Yes,No,1315,34.99,shoes,MAN,Autumn,Polyester,Vietnam
Yes,No,1354,59.99,jackets,WOMAN,Autumn,Polyester,Turkey
Yes,No,1340,95.95,jackets,WOMAN,Winter,Wool,Morocco
No,Yes,792,49.99,sweaters,MAN,Autumn,Wool,Morocco
No,No,1086,54.99,shoes,WOMAN,Winter,Wool,India
No,No,972,19.99,t-shirts,WOMAN,Autumn,Satin,Spain
Yes,Yes,1478,12.0,jackets,WOMAN,Spring,Linen,Brazil
Yes,Yes,1248,65.95,sweaters,WOMAN,Autumn,Wool Blend,China
No,No,764,59.99,t-shirts,MAN,Spring,Viscose,Spain
No,No,776,54.99,jeans,MAN,Winter,Wool Blend,China
Yes,Yes,1235,51.99,jackets,WOMAN,Autumn,Polyester,Cambodia
No,No,708,59.95,jackets,MAN,Autumn,Wool Blend,China
Yes,No,1359,40.95,sweaters,WOMAN,Autumn,Cotton,Turkey
Yes,No,1336,67.99,jackets,WOMAN,Winter,Polyester,Turkey
No,No,979,39.0,shoes,WOMAN,Autumn,Acrylic,Cambodia
Yes,Yes,1272,61.95,jackets,WOMAN,Spring,Denim,Bangladesh
No,No,938,39.99,jackets,WOMAN,Spring,Satin,China
No,No,601,119.99,jackets,MAN,Autumn,Denim,Portugal
No,Yes,725,59.99,t-shirts,MAN,Autumn,Wool,China
No,No,869,29.95,jackets,MAN,Spring,Cotton,China
No,No,1007,21.95,sweaters,WOMAN,Winter,Wool Blend,India
No,Yes,957,39.99,jackets,WOMAN,Autumn,Polyester,China
Yes,No,1129,67.99,jackets,MAN,Autumn,Wool,China
Yes,No,1313,29.95,t-shirts,MAN,Autumn,Wool Blend,China
Yes,Yes,1342,25.99,jackets,WOMAN,Autumn,Wool Blend,Bangladesh
Yes,Yes,1457,15.99,t-shirts,MAN,Winter,Wool,India
No,No,819,65.0,jackets,MAN,Winter,Wool,Portugal
Yes,Yes,1356,24.95,jackets,WOMAN,Spring,Linen,Spain
No,Yes,790,29.99,jackets,MAN,Autumn,Wool Blend,Spain
Yes,Yes,1515,48.95,t-shirts,WOMAN,Winter,Wool Blend,India
No,No,982,39.95,jackets,WOMAN,Autumn,Wool,Bangladesh
No,Yes,939,27.0,shoes,WOMAN,Winter,Wool Blend,India
No,No,1038,67.95,shoes,WOMAN,Winter,Wool,Turkey
No,Yes,792,69.99,sweaters,MAN,Autumn,Viscose,Spain
Yes,Yes,1498,58.99,jackets,WOMAN,Summer,Linen,Vietnam
No,Yes,992,49.99,jackets,WOMAN,Winter,Cotton,China
No,No,820,25.99,jackets,WOMAN,Autumn,Polyester,Bangladesh
Yes,No,1292,62.99,jackets,WOMAN,Summer,Cotton,Morocco
No,No,1028,52.95,t-shirts,WOMAN,Summer,Linen,Portugal
No,Yes,800,75.99,jackets,WOMAN,Winter,Wool Blend,Bangladesh
Yes,Yes,1405,21.95,jeans,MAN,Autumn,Polyester,Spain
Yes,Yes,1481,37.95,sweaters,MAN,Winter,Wool,China
Yes,Yes,1484,34.99,jackets,MAN,Winter,Wool Blend,Bangladesh
No,No,786,35.99,jackets,MAN,Autumn,Wool,Bangladesh
No,No,795,59.99,shoes,WOMAN,Autumn,Wool,Bangladesh
No,No,952,29.99,t-shirts,WOMAN,Autumn,Wool,Pakistan
Yes,Yes,1606,31.95,jackets,WOMAN,Winter,Wool Blend,Brazil
No,Yes,999,43.95,jackets,WOMAN,Winter,Wool,Bangladesh
Yes,No,1476,32.95,sweaters,WOMAN,Spring,Linen,Pakistan
Yes,Yes,1175,84.99,jackets,MAN,Summer,Linen,Pakistan
No,Yes,1161,17.95,sweaters,WOMAN,Winter,Wool Blend,Turkey
Yes,No,1414,28.95,jackets,WOMAN,Spring,Linen,Spain
No,No,817,22.95,t-shirts,MAN,Autumn,Wool Blend,India
No,No,594,119.95,jackets,MAN,Spring,Linen,Argentina
Yes,Yes,1433,17.99,sweaters,WOMAN,Spring,Viscose,Bangladesh
No,No,874,69.99,sweaters,WOMAN,Spring,Cotton,Portugal
Yes,No,1482,39.0,jackets,WOMAN,Autumn,Wool,India
No,No,948,39.99,jackets,WOMAN,Winter,Wool Blend,India
No,Yes,1078,33.0,sweaters,WOMAN,Summer,Polyester,Bangladesh
No,Yes,1026,22.99,jackets,WOMAN,Winter,Wool,China
No,Yes,719,59.99,jackets,WOMAN,Autumn,Denim,Bangladesh
Yes,Yes,1424,26.95,jackets,WOMAN,Spring,Denim,Cambodia
No,Yes,859,29.99,t-shirts,WOMAN,Spring,Linen,China
No,Yes,917,19.95,jackets,WOMAN,Autumn,Denim,Turkey
No,No,960,19.99,shoes,WOMAN,Autumn,Wool,India
Yes,No,1236,40.0,shoes,WOMAN,Autumn,Cotton,Morocco
Yes,Yes,1374,32.99,jackets,WOMAN,Autumn,Wool,Turkey
Yes,Yes,1547,13.99,jackets,WOMAN,Spring,Cotton,Vietnam
Yes,Yes,1403,34.95,sweaters,WOMAN,Autumn,Wool,Turkey
Yes,Yes,1343,13.99,sweaters,MAN,Spring,Polyester,Turkey
No,Yes,925,32.95,sweaters,WOMAN,Winter,Wool,Bangladesh
Yes,Yes,1616,52.95,jackets,WOMAN,Summer,Linen,Portugal
No,Yes,754,59.0,jackets,WOMAN,Spring,Linen,China
No,No,932,39.99,t-shirts,WOMAN,Autumn,Polyester,China
No,No,877,79.0,jackets,WOMAN,Autumn,Polyester,Bangladesh
No,No,1014,35.99,shoes,WOMAN,Autumn,Wool Blend,Cambodia
Yes,Yes,1585,17.95,jackets,WOMAN,Winter,Polyester,Turkey
No,No,813,29.99,shoes,MAN,Autumn,Wool Blend,Brazil
No,No,964,74.99,t-shirts,WOMAN,Winter,Acrylic,Turkey
Yes,No,1241,78.99,jackets,WOMAN,Spring,Viscose,China
No,No,993,54.95,shoes,WOMAN,Summer,Linen,Vietnam
No,No,949,83.95,t-shirts,WOMAN,Summer,Linen,Morocco
No,No,844,49.99,jackets,WOMAN,Spring,Polyester,Portugal
No,Yes,797,19.99,jackets,MAN,Autumn,Wool,Bangladesh
No,No,848,49.95,shoes,MAN,Autumn,Cotton,Bangladesh
No,Yes,1011,28.0,jackets,WOMAN,Summer,Cotton,Cambodia
Yes,Yes,1317,33.99,jackets,WOMAN,Spring,Cotton,China
Yes,No,1205,52.99,shoes,WOMAN,Spring,Cotton,Pakistan
Yes,No,1310,28.95,jeans,MAN,Spring,Cotton,Vietnam
No,No,967,32.95,jackets,MAN,Winter,Wool,China
Yes,Yes,1636,19.95,t-shirts,WOMAN,Autumn,Wool,Cambodia
No,No,1116,17.99,shoes,WOMAN,Summer,Cotton,Pakistan
Yes,Yes,1348,31.99,jackets,MAN,Autumn,Wool,China
Yes,Yes,1496,50.99,shoes,MAN,Winter,Wool Blend,Turkey
No,No,756,45.95,jackets,WOMAN,Autumn,Polyester,Brazil
Yes,No,1402,25.99,t-shirts,MAN,Spring,Linen,Vietnam
Yes,Yes,1650,35.95,jackets,WOMAN,Winter,Polyester,China
No,No,836,19.99,shoes,WOMAN,Autumn,Acrylic,Bangladesh
No,No,1029,39.99,jackets,WOMAN,Summer,Linen Blend,Brazil
Yes,Yes,1254,25.95,shoes,MAN,Spring,Cotton,Spain
Yes,Yes,1429,31.99,shoes,MAN,Winter,Wool,Morocco
No,No,1045,17.95,jackets,WOMAN,Winter,Wool,Bangladesh
No,Yes,725,39.99,jackets,MAN,Autumn,Cotton,India
Yes,Yes,1254,67.99,shoes,WOMAN,Autumn,Wool,Cambodia
Yes,Yes,1823,24.99,jeans,WOMAN,Summer,Linen Blend,Portugal
No,No,819,45.95,jackets,WOMAN,Autumn,Polyester,Morocco
Yes,No,1569,30.95,jackets,WOMAN,Spring,Cotton,India
No,No,975,35.95,shoes,WOMAN,Spring,Linen,Cambodia
Yes,Yes,1253,16.99,jackets,MAN,Autumn,Acrylic,Vietnam
No,No,753,59.99,shoes,WOMAN,Autumn,Wool,Bangladesh
No,No,854,15.0,sweaters,WOMAN,Autumn,Wool Blend,Morocco
No,Yes,875,49.99,jackets,WOMAN,Autumn,Polyester,China
Yes,No,1370,18.95,jackets,MAN,Autumn,Wool Blend,Turkey
No,No,917,98.95,jackets,WOMAN,Winter,Polyester,India
No,No,984,33.95,jackets,MAN,Summer,Linen Blend,Turkey
No,No,781,35.95,sweaters,MAN,Autumn,Polyester,Portugal
No,No,842,49.99,shoes,MAN,Autumn,Wool Blend,India
No,Yes,707,69.95,sweaters,MAN,Spring,Linen Blend,Bangladesh
No,Yes,917,64.99,jeans,WOMAN,Winter,Polyester,Bangladesh
No,Yes,792,69.99,shoes,WOMAN,Spring,Linen Blend,India
Yes,No,1367,39.0,jackets,WOMAN,Spring,Cotton,Spain
Yes,No,1375,19.99,jackets,WOMAN,Autumn,Cotton,Bangladesh
No,No,1012,19.99,sweaters,WOMAN,Spring,Linen Blend,Bangladesh
No,No,768,39.99,t-shirts,WOMAN,Autumn,Wool Blend,Bangladesh
Yes,Yes,1466,29.99,jackets,WOMAN,Autumn,Wool Blend,Bangladesh
No,No,1010,55.99,jackets,WOMAN,Summer,Cotton,China
No,No,943,40.0,sweaters,WOMAN,Winter,Wool Blend,China
No,No,889,77.99,shoes,MAN,Summer,Linen,China
No,Yes,672,79.99,shoes,MAN,Spring,Cotton,Morocco
No,No,789,59.99,shoes,WOMAN,Spring,Linen Blend,Turkey
Yes,Yes,1274,72.99,jackets,WOMAN,Autumn,Wool Blend,Turkey
Yes,No,1501,24.99,jackets,WOMAN,Summer,Linen,China
No,Yes,906,48.95,sweaters,WOMAN,Summer,Linen,Bangladesh
No,No,991,19.0,t-shirts,WOMAN,Autumn,Denim,Bangladesh
Yes,Yes,1452,42.99,sweaters,WOMAN,Winter,Wool,China
No,Yes,718,35.99,shoes,MAN,Autumn,Wool Blend,Spain
Yes,Yes,1696,14.99,jackets,WOMAN,Summer,Polyester,Turkey
No,No,958,19.95,t-shirts,WOMAN,Autumn,Polyester,China
Yes,No,1479,16.95,jeans,MAN,Autumn,Wool Blend,Morocco
No,No,766,35.99,shoes,MAN,Autumn,Wool Blend,China
No,No,936,49.99,jackets,WOMAN,Autumn,Wool,Bangladesh
No,No,963,19.95,jackets,WOMAN,Autumn,Polyester,Turkey
No,Yes,747,22.99,jackets,MAN,Autumn,Cotton,Morocco
No,No,934,15.99,jackets,WOMAN,Autumn,Wool Blend,Bangladesh
No,No,757,19.99,jackets,MAN,Autumn,Denim,Morocco
No,No,735,22.99,t-shirts,MAN,Autumn,Wool,Bangladesh
No,No,766,77.99,sweaters,WOMAN,Winter,Wool,Bangladesh
No,Yes,957,19.95,t-shirts,WOMAN,Autumn,Wool,Spain
Yes,Yes,1470,19.95,jackets,WOMAN,Autumn,Polyester,Brazil
No,Yes,1061,43.99,jackets,WOMAN,Winter,Wool Blend,Morocco
Yes,Yes,1265,69.99,t-shirts,WOMAN,Spring,Linen Blend,India
Yes,Yes,1308,16.0,shoes,MAN,Spring,Linen,China
No,No,882,50.95,t-shirts,WOMAN,Summer,Linen,Morocco
Yes,Yes,1185,63.99,t-shirts,WOMAN,Spring,Linen Blend,Portugal
Yes,Yes,1219,79.99,t-shirts,MAN,Spring,Linen Blend,Brazil
No,No,856,25.99,jackets,WOMAN,Spring,Denim,Pakistan
No,Yes,971,64.99,shoes,WOMAN,Winter,Wool,Morocco
No,No,867,59.95,jackets,WOMAN,Autumn,Wool Blend,China
No,Yes,783,106.99,jackets,WOMAN,Winter,Wool Blend,Cambodia
Yes,Yes,1443,33.99,jackets,WOMAN,Spring,Cotton,Turkey
Yes,No,1696,57.99,shoes,WOMAN,Summer,Linen,Turkey
No,No,850,49.99,sweaters,WOMAN,Autumn,Cotton,China
Yes,No,1446,49.99,jackets,WOMAN,Winter,Acrylic,Bangladesh
No,No,1083,15.99,jackets,WOMAN,Autumn,Wool,Portugal
Yes,No,1261,13.95,jackets,WOMAN,Autumn,Wool,Vietnam
No,No,897,21.99,jackets,MAN,Summer,Cotton,India
No,No,650,89.95,jackets,MAN,Autumn,Polyester,China
No,No,997,22.99,jackets,WOMAN,Winter,Wool,Morocco
No,No,694,85.99,jackets,MAN,Winter,Wool,Cambodia
Yes,Yes,1467,28.95,sweaters,WOMAN,Summer,Linen,Spain
No,No,822,49.95,jackets,WOMAN,Spring,Linen,India
No,Yes,969,42.99,sweaters,WOMAN,Winter,Acrylic,Portugal
No,No,703,97.99,sweaters,MAN,Summer,Cotton,India
No,Yes,972,29.95,shoes,WOMAN,Spring,Cotton,China
No,Yes,824,19.95,jackets,WOMAN,Autumn,Wool Blend,India
Yes,No,1043,79.99,sweaters,MAN,Autumn,Polyester,Morocco
No,No,948,53.99,jackets,WOMAN,Winter,Polyester,Bangladesh
Yes,Yes,1555,37.99,sweaters,MAN,Winter,Polyester,Turkey
No,Yes,804,35.99,jackets,MAN,Spring,Cotton,Cambodia
No,No,907,51.95,jackets,MAN,Winter,Wool Blend,Portugal
No,No,906,76.99,jackets,WOMAN,Winter,Wool Blend,Bangladesh
Yes,No,1220,24.99,t-shirts,WOMAN,Autumn,Wool,Morocco
No,No,1049,24.99,jackets,MAN,Summer,Linen Blend,Vietnam
No,No,798,63.99,jackets,WOMAN,Winter,Wool,China
Yes,Yes,1657,13.99,jackets,WOMAN,Summer,Polyester,Bangladesh
No,No,929,45.99,jeans,WOMAN,Autumn,Wool Blend,Pakistan
Yes,Yes,1495,49.99,jackets,WOMAN,Winter,Wool,China
No,No,1005,40.95,jackets,WOMAN,Winter,Wool,Morocco
Yes,No,1377,16.99,jackets,WOMAN,Autumn,Polyester,India
No,Yes,924,32.95,jackets,WOMAN,Winter,Polyester,Brazil
No,Yes,1107,21.95,jackets,WOMAN,Summer,Cotton,Bangladesh
No,No,782,59.99,sweaters,WOMAN,Autumn,Viscose,Brazil
Yes,No,1485,18.0,jackets,MAN,Winter,Wool,Portugal
Yes,Yes,1677,17.99,shoes,WOMAN,Winter,Denim,Portugal
No,Yes,738,22.99,jackets,MAN,Autumn,Wool,Turkey
Yes,No,1465,37.95,jackets,WOMAN,Summer,Linen Blend,Portugal
Yes,Yes,1689,22.0,jackets,WOMAN,Winter,Wool Blend,Portugal
Yes,Yes,1593,19.99,jackets,WOMAN,Winter,Wool,Bangladesh
Yes,Yes,1578,14.99,t-shirts,WOMAN,Summer,Cotton,Pakistan
Yes,Yes,1531,15.99,t-shirts,WOMAN,Autumn,Denim,India
No,No,777,75.99,shoes,MAN,Summer,Cotton,China
No,No,779,45.99,jackets,WOMAN,Autumn,Polyester,China
No,No,1095,54.95,jackets,WOMAN,Winter,Wool Blend,Bangladesh
No,No,711,29.99,t-shirts,MAN,Spring,Cotton,Turkey
Yes,Yes,1154,97.99,sweaters,MAN,Winter,Wool Blend,Bangladesh
Yes,Yes,1263,35.95,jackets,MAN,Autumn,Cotton,Portugal
No,No,1082,52.0,sweaters,WOMAN,Winter,Wool,Cambodia
Yes,No,1244,68.99,jackets,WOMAN,Autumn,Wool,Portugal
Yes,No,1240,19.99,t-shirts,MAN,Autumn,Polyester,India
Yes,No,1290,24.99,jackets,MAN,Spring,Viscose,Morocco
No,No,792,45.95,jackets,MAN,Autumn,Wool,Vietnam
Yes,Yes,1151,79.95,jackets,MAN,Spring,Linen,China
Yes,Yes,1301,90.95,t-shirts,WOMAN,Winter,Polyester,Turkey
Yes,No,1479,13.99,jackets,WOMAN,Autumn,Wool,China
No,Yes,829,59.99,t-shirts,WOMAN,Spring,Cotton,Pakistan
No,No,686,126.99,jackets,MAN,Winter,Wool,Bangladesh
Yes,Yes,1199,70.95,sweaters,MAN,Autumn,Viscose,China
No,No,842,65.95,jackets,MAN,Summer,Wool,China
No,Yes,837,35.99,jackets,WOMAN,Autumn,Polyester,Morocco
No,No,1065,22.99,t-shirts,WOMAN,Spring,Cotton,Turkey
Yes,Yes,1237,34.95,sweaters,MAN,Spring,Polyester,Vietnam
No,No,935,28.95,jackets,WOMAN,Winter,Wool Blend,China
Yes,Yes,1345,40.99,shoes,WOMAN,Autumn,Polyester,Cambodia
No,No,950,33.99,sweaters,WOMAN,Winter,Wool,Bangladesh
Yes,No,1289,36.99,t-shirts,MAN,Winter,Wool Blend,Turkey
Yes,Yes,1644,46.99,jackets,WOMAN,Winter,Viscose,Turkey
No,No,905,15.99,jackets,WOMAN,Autumn,Viscose,Turkey
Yes,Yes,1376,63.99,jackets,WOMAN,Summer,Cotton,Pakistan
No,No,929,19.99,jackets,WOMAN,Spring,Linen,Spain
Yes,Yes,1478,13.99,shoes,WOMAN,Spring,Linen,Cambodia
Yes,Yes,1725,17.99,t-shirts,WOMAN,Winter,Wool Blend,Morocco
Yes,No,1408,16.99,t-shirts,MAN,Autumn,Wool,Turkey
No,No,871,39.0,jackets,WOMAN,Spring,Linen,Turkey
No,No,864,69.0,jackets,WOMAN,Autumn,Wool,China
Yes,No,1345,20.99,jackets,MAN,Autumn,Cotton,Turkey
Yes,Yes,1457,13.99,sweaters,WOMAN,Autumn,Wool,Bangladesh
No,Yes,848,45.99,jackets,WOMAN,Spring,Cotton,Bangladesh
No,No,1001,21.95,jackets,MAN,Summer,Cotton,Brazil
Yes,Yes,1542,41.99,jackets,WOMAN,Winter,Wool,Bangladesh
Yes,No,1359,46.99,jackets,MAN,Winter,Wool Blend,Turkey
No,No,984,77.99,shoes,WOMAN,Winter,Wool,India
Yes,No,1435,31.95,sweaters,WOMAN,Autumn,Wool Blend,India
No,No,901,15.99,jackets,WOMAN,Spring,Linen Blend,Spain
No,No,901,35.99,jackets,WOMAN,Autumn,Wool Blend,Bangladesh
Yes,Yes,1442,26.99,t-shirts,MAN,Winter,Wool Blend,Bangladesh
No,Yes,1043,22.99,sweaters,WOMAN,Winter,Wool,Turkey
No,No,705,69.99,jackets,MAN,Spring,Cotton,China
Yes,Yes,1647,14.0,jackets,WOMAN,Autumn,Wool Blend,Turkey
Yes,Yes,1729,25.0,jackets,MAN,Winter,Wool,China
No,Yes,953,29.99,t-shirts,WOMAN,Spring,Linen,Bangladesh
Yes,No,1139,39.99,sweaters,MAN,Autumn,Cotton,China
Yes,No,1198,53.99,jackets,MAN,Spring,Linen,Turkey
Yes,No,1165,87.95,sweaters,WOMAN,Spring,Denim,Turkey
No,No,842,59.99,jackets,WOMAN,Spring,Polyester,Brazil
No,No,823,59.95,jackets,WOMAN,Autumn,Viscose,Vietnam
No,Yes,974,50.99,t-shirts,WOMAN,Winter,Polyester,Turkey
Yes,Yes,1708,27.99,shoes,WOMAN,Winter,Viscose,China
No,No,761,127.95,shoes,MAN,Winter,Wool Blend,India
Yes,Yes,1482,31.99,jackets,WOMAN,Spring,Denim,Bangladesh
Yes,Yes,1112,51.99,jackets,MAN,Autumn,Wool,Bangladesh
No,Yes,954,64.99,jackets,WOMAN,Summer,Cotton,Turkey
Yes,No,1611,18.95,sweaters,WOMAN,Summer,Linen Blend,Portugal
Yes,Yes,1224,85.99,jackets,WOMAN,Spring,Linen,Morocco
Yes,Yes,1434,17.0,jackets,WOMAN,Spring,Linen Blend,China
No,No,865,29.99,t-shirts,WOMAN,Autumn,Viscose,India
Yes,Yes,1235,88.99,shoes,WOMAN,Spring,Viscose,Spain
Yes,Yes,1452,13.99,shoes,WOMAN,Autumn,Wool,India
No,No,688,89.95,t-shirts,MAN,Spring,Linen,Turkey
No,Yes,978,27.99,sweaters,WOMAN,Winter,Acrylic,China
No,No,858,45.99,t-shirts,WOMAN,Autumn,Wool,China
Yes,No,1314,39.99,jackets,MAN,Spring,Denim,Bangladesh
No,No,800,98.95,jackets,MAN,Winter,Wool,Brazil
Yes,Yes,1477,13.95,shoes,WOMAN,Autumn,Denim,Vietnam
Yes,Yes,1485,40.0,sweaters,WOMAN,Spring,Linen,China
No,No,1065,17.99,jackets,WOMAN,Winter,Wool,India
Yes,Yes,1555,19.99,jackets,MAN,Summer,Cotton,China
No,Yes,773,22.99,sweaters,MAN,Spring,Denim,Turkey
Yes,Yes,1289,39.99,jackets,MAN,Spring,Linen,Vietnam
Yes,Yes,1141,31.99,jackets,MAN,Autumn,Acrylic,Pakistan
Yes,Yes,1472,20.0,jackets,WOMAN,Spring,Cotton,Pakistan
No,No,858,49.95,jackets,WOMAN,Winter,Acrylic,Cambodia
Yes,Yes,1271,67.99,t-shirts,WOMAN,Autumn,Silk,China
Yes,Yes,1251,37.99,t-shirts,WOMAN,Autumn,Wool Blend,India
No,No,1022,75.99,t-shirts,WOMAN,Winter,Wool Blend,Cambodia
Yes,No,1334,56.95,jackets,WOMAN,Autumn,Acrylic,Morocco
No,Yes,852,100.99,jackets,WOMAN,Summer,Linen Blend,China
Yes,No,1474,17.95,jackets,WOMAN,Spring,Cotton,Portugal
No,Yes,807,74.99,jackets,MAN,Winter,Polyester,Turkey
Yes,Yes,1518,21.99,shoes,WOMAN,Spring,Linen,Morocco
Yes,Yes,1385,24.95,sweaters,MAN,Winter,Wool Blend,India
No,No,926,39.99,jackets,WOMAN,Summer,Linen,China
No,Yes,853,35.99,sweaters,WOMAN,Autumn,Wool Blend,Bangladesh
Yes,Yes,1646,17.99,sweaters,WOMAN,Winter,Wool Blend,Portugal
No,Yes,794,39.95,sweaters,WOMAN,Autumn,Polyester,China
No,No,919,15.99,jackets,WOMAN,Spring,Cotton,Bangladesh
No,Yes,813,39.99,jackets,WOMAN,Autumn,Viscose,India
No,Yes,1022,24.95,shoes,MAN,Winter,Wool Blend,Morocco
No,Yes,901,50.99,shoes,WOMAN,Winter,Wool,Pakistan
No,Yes,1183,17.99,jackets,WOMAN,Winter,Wool,Brazil
No,No,794,86.99,jackets,WOMAN,Winter,Polyester,India
No,No,820,59.0,sweaters,MAN,Autumn,Polyester,Morocco
No,Yes,937,32.99,sweaters,WOMAN,Summer,Linen Blend,Morocco
No,Yes,821,48.95,shoes,MAN,Winter,Wool Blend,Cambodia
No,Yes,725,69.99,shoes,MAN,Spring,Linen,Spain
No,No,763,79.95,jeans,MAN,Autumn,Cotton,Portugal
No,Yes,907,29.99,jackets,WOMAN,Autumn,Polyester,Vietnam
Yes,Yes,1348,60.99,jackets,MAN,Summer,Cotton,Bangladesh
Yes,Yes,1481,24.95,shoes,WOMAN,Autumn,Cotton,Portugal
No,No,855,35.99,jackets,WOMAN,Autumn,Denim,Turkey
No,Yes,874,38.99,jackets,WOMAN,Winter,Wool,Cambodia
Yes,No,1287,17.99,t-shirts,WOMAN,Spring,Cotton,Brazil
No,No,846,64.95,jackets,WOMAN,Winter,Wool,India
